team,avg_goals_for,avg_goals_against,avg_goal_diff,avg_win_pct,avg_elo
Angola,1.0894687886181798,0.9323645147864256,0.15710427383175418,0.3731683364105468,1420.6136363636363
Guatemala,1.3186031617388636,1.0101216915669664,0.30848147017189725,0.4980010960308964,1486.8510638297873
Comoros,1.1197326368859857,1.491195870782158,-0.3714632338961725,0.4322952115606176,1229.2619047619048
Aymara,1.0,3.0,-1.9999999999999998,1.0,1500.0
India,1.2845359936648089,1.207236106540854,0.07729988712395497,0.5397242098104872,1214.0731707317073
Iceland,1.1775458153043694,1.9288726245445644,-0.7513268092401947,0.4590197739463998,1606.921052631579
Panjab,2.8284740835860624,1.2193910434879072,1.6090830400981553,0.7848724609555098,1500.0
Mongolia,1.2543625660752222,2.0582536471778927,-0.8038910811026703,0.5514523390067433,727.6666666666666
Jersey,2.2508114222365125,0.3357259318520575,1.9150854903844552,0.4048958841442649,1500.0
Kabylia,0.7710618065431927,2.7915962628763467,-2.020534456333154,0.45006881300780616,1500.0
Ticino,0.0,0.0,0.0,0.0,1500.0
Luxembourg,0.8250092109582148,1.5939445654902071,-0.7689353545319925,0.36774225860145476,1407.3636363636363
Myanmar,0.7476594678668025,2.937689272177975,-2.1900298043111723,0.64272976405238,969.8387096774194
Mozambique,1.0824162132272315,1.3888638980282302,-0.3064476848009988,0.4287428153071007,1329.780487804878
Brazil,2.059340634372418,0.5742721880032654,1.4850684463691528,0.4688525655514776,2094.9841269841268
Gabon,1.1494075389049088,1.263203552343868,-0.11379601343895927,0.4574901421883847,1435.9375
Bonaire,1.4313138819027058,2.122095684484031,-0.6907818025813255,0.35307071917306665,901.2666666666667
Republic of Ireland,0.9379808665372712,1.1849326567597454,-0.2469517902224742,0.45345012815822067,1663.4888888888888
Iraq,1.1352539634418433,0.9333006238722718,0.2019533395695716,0.42063124305987826,1598.095238095238
Papua New Guinea,1.874602525498201,1.826917419125787,0.04768510637241396,0.38547004987543315,1116.75
